FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence
"LA, Morehouse Parish",2021,LA,Morehouse Parish,22067,All patients,Adjusted Prevalence,"DR, any stage",2.77
"LA, Natchitoches Parish",2021,LA,Natchitoches Parish,22069,All patients,Adjusted Prevalence,"DR, any stage",2.53
"LA, Orleans Parish",2021,LA,Orleans Parish,22071,All patients,Adjusted Prevalence,"DR, any stage",4.69
"LA, Ouachita Parish",2021,LA,Ouachita Parish,22073,All patients,Adjusted Prevalence,"DR, any stage",2.63
"LA, Plaquemines Parish",2021,LA,Plaquemines Parish,22075,All patients,Adjusted Prevalence,"DR, any stage",4.61
"LA, Pointe Coupee Parish",2021,LA,Pointe Coupee Parish,22077,All patients,Adjusted Prevalence,"DR, any stage",4.79
"LA, Rapides Parish",2021,LA,Rapides Parish,22079,All patients,Adjusted Prevalence,"DR, any stage",3.64
"LA, Red River Parish",2021,LA,Red River Parish,22081,All patients,Adjusted Prevalence,"DR, any stage",2.94
"LA, Richland Parish",2021,LA,Richland Parish,22083,All patients,Adjusted Prevalence,"DR, any stage",3.14
"LA, Sabine Parish",2021,LA,Sabine Parish,22085,All patients,Adjusted Prevalence,"DR, any stage",2.76
"LA, St Bernard Parish",2021,LA,St. Bernard Parish,22087,All patients,Adjusted Prevalence,"DR, any stage",4.14
"LA, St Charles Parish",2021,LA,St. Charles Parish,22089,All patients,Adjusted Prevalence,"DR, any stage",4.15
"LA, St Helena Parish",2021,LA,St. Helena Parish,22091,All patients,Adjusted Prevalence,"DR, any stage",5.07
"LA, St James Parish",2021,LA,St. James Parish,22093,All patients,Adjusted Prevalence,"DR, any stage",3.93
"LA, St John The Baptist Parish",2021,LA,St. John the Baptist Parish,22095,All patients,Adjusted Prevalence,"DR, any stage",5.36
"LA, St Landry Parish",2021,LA,St. Landry Parish,22097,All patients,Adjusted Prevalence,"DR, any stage",3
"LA, St Martin Parish",2021,LA,St. Martin Parish,22099,All patients,Adjusted Prevalence,"DR, any stage",2.76
"LA, St Mary Parish",2021,LA,St. Mary Parish,22101,All patients,Adjusted Prevalence,"DR, any stage",2.67
"LA, St Tammany Parish",2021,LA,St. Tammany Parish,22103,All patients,Adjusted Prevalence,"DR, any stage",3.93
"LA, Tangipahoa Parish",2021,LA,Tangipahoa Parish,22105,All patients,Adjusted Prevalence,"DR, any stage",4.76
"LA, Tensas Parish",2021,LA,Tensas Parish,22107,All patients,Adjusted Prevalence,"DR, any stage",4.01
"LA, Terrebonne Parish",2021,LA,Terrebonne Parish,22109,All patients,Adjusted Prevalence,"DR, any stage",3.29
"LA, Union Parish",2021,LA,Union Parish,22111,All patients,Adjusted Prevalence,"DR, any stage",3.06
"LA, Vermilion Parish",2021,LA,Vermilion Parish,22113,All patients,Adjusted Prevalence,"DR, any stage",3.02
"LA, Vernon Parish",2021,LA,Vernon Parish,22115,All patients,Adjusted Prevalence,"DR, any stage",3.29
"LA, Washington Parish",2021,LA,Washington Parish,22117,All patients,Adjusted Prevalence,"DR, any stage",4.45
"LA, Webster Parish",2021,LA,Webster Parish,22119,All patients,Adjusted Prevalence,"DR, any stage",2.47
"LA, West Baton Rouge Parish",2021,LA,West Baton Rouge Parish,22121,All patients,Adjusted Prevalence,"DR, any stage",4.35
"LA, West Carroll Parish",2021,LA,West Carroll Parish,22123,All patients,Adjusted Prevalence,"DR, any stage",2.29
"LA, West Feliciana Parish",2021,LA,West Feliciana Parish,22125,All patients,Adjusted Prevalence,"DR, any stage",3.63
"LA, Winn Parish",2021,LA,Winn Parish,22127,All patients,Adjusted Prevalence,"DR, any stage",2.93
"ME, Androscoggin",2021,ME,Androscoggin County,23001,All patients,Adjusted Prevalence,"DR, any stage",2.89
"ME, Aroostook",2021,ME,Aroostook County,23003,All patients,Adjusted Prevalence,"DR, any stage",3.67
"ME, Cumberland",2021,ME,Cumberland County,23005,All patients,Adjusted Prevalence,"DR, any stage",2.6
"ME, Franklin",2021,ME,Franklin County,23007,All patients,Adjusted Prevalence,"DR, any stage",2.72
"ME, Hancock",2021,ME,Hancock County,23009,All patients,Adjusted Prevalence,"DR, any stage",2.88
"ME, Kennebec",2021,ME,Kennebec County,23011,All patients,Adjusted Prevalence,"DR, any stage",2.69
"ME, Knox",2021,ME,Knox County,23013,All patients,Adjusted Prevalence,"DR, any stage",3
"ME, Lincoln",2021,ME,Lincoln County,23015,All patients,Adjusted Prevalence,"DR, any stage",2.94
"ME, Oxford",2021,ME,Oxford County,23017,All patients,Adjusted Prevalence,"DR, any stage",3.22
"ME, Penobscot",2021,ME,Penobscot County,23019,All patients,Adjusted Prevalence,"DR, any stage",3.17
"ME, Piscataquis",2021,ME,Piscataquis County,23021,All patients,Adjusted Prevalence,"DR, any stage",3.38
"ME, Sagadahoc",2021,ME,Sagadahoc County,23023,All patients,Adjusted Prevalence,"DR, any stage",1.87
"ME, Somerset",2021,ME,Somerset County,23025,All patients,Adjusted Prevalence,"DR, any stage",2.73
"ME, Waldo",2021,ME,Waldo County,23027,All patients,Adjusted Prevalence,"DR, any stage",3.25
"ME, Washington",2021,ME,Washington County,23029,All patients,Adjusted Prevalence,"DR, any stage",3.07
"ME, York",2021,ME,York County,23031,All patients,Adjusted Prevalence,"DR, any stage",2.95
"MD, Allegany",2021,MD,Allegany County,24001,All patients,Adjusted Prevalence,"DR, any stage",3.07
"MD, Anne Arundel",2021,MD,Anne Arundel County,24003,All patients,Adjusted Prevalence,"DR, any stage",2.87
"MD, Baltimore",2021,MD,Baltimore County,24005,All patients,Adjusted Prevalence,"DR, any stage",2.59
"MD, Calvert",2021,MD,Calvert County,24009,All patients,Adjusted Prevalence,"DR, any stage",2.51
"MD, Caroline",2021,MD,Caroline County,24011,All patients,Adjusted Prevalence,"DR, any stage",2.35
"MD, Carroll",2021,MD,Carroll County,24013,All patients,Adjusted Prevalence,"DR, any stage",2.2
"MD, Cecil",2021,MD,Cecil County,24015,All patients,Adjusted Prevalence,"DR, any stage",2.92
"MD, Charles",2021,MD,Charles County,24017,All patients,Adjusted Prevalence,"DR, any stage",3.85
"MD, Dorchester",2021,MD,Dorchester County,24019,All patients,Adjusted Prevalence,"DR, any stage",3.24
"MD, Frederick",2021,MD,Frederick County,24021,All patients,Adjusted Prevalence,"DR, any stage",3.21
"MD, Garrett",2021,MD,Garrett County,24023,All patients,Adjusted Prevalence,"DR, any stage",2.89
"MD, Harford",2021,MD,Harford County,24025,All patients,Adjusted Prevalence,"DR, any stage",2.51
"MD, Howard",2021,MD,Howard County,24027,All patients,Adjusted Prevalence,"DR, any stage",2.09
"MD, Kent",2021,MD,Kent County,24029,All patients,Adjusted Prevalence,"DR, any stage",2.24
"MD, Montgomery",2021,MD,Montgomery County,24031,All patients,Adjusted Prevalence,"DR, any stage",3.08
"MD, Prince Georges",2021,MD,Prince George's County,24033,All patients,Adjusted Prevalence,"DR, any stage",3.17
"MD, Queen Annes",2021,MD,Queen Anne's County,24035,All patients,Adjusted Prevalence,"DR, any stage",2.49
"MD, St Marys",2021,MD,St. Mary's County,24037,All patients,Adjusted Prevalence,"DR, any stage",2.45
"MD, Somerset",2021,MD,Somerset County,24039,All patients,Adjusted Prevalence,"DR, any stage",3.9
"MD, Talbot",2021,MD,Talbot County,24041,All patients,Adjusted Prevalence,"DR, any stage",1.75
"MD, Washington",2021,MD,Washington County,24043,All patients,Adjusted Prevalence,"DR, any stage",2.79
"MD, Wicomico",2021,MD,Wicomico County,24045,All patients,Adjusted Prevalence,"DR, any stage",2.89
"MD, Worcester",2021,MD,Worcester County,24047,All patients,Adjusted Prevalence,"DR, any stage",2.91
"MD, Baltimore City",2021,MD,Baltimore city,24510,All patients,Adjusted Prevalence,"DR, any stage",3.67
"MA, Barnstable",2021,MA,Barnstable County,25001,All patients,Adjusted Prevalence,"DR, any stage",2.45
"MA, Berkshire",2021,MA,Berkshire County,25003,All patients,Adjusted Prevalence,"DR, any stage",1.46
"MA, Bristol",2021,MA,Bristol County,25005,All patients,Adjusted Prevalence,"DR, any stage",3.24
"MA, Dukes",2021,MA,Dukes County,25007,All patients,Adjusted Prevalence,"DR, any stage",1.74
"MA, Essex",2021,MA,Essex County,25009,All patients,Adjusted Prevalence,"DR, any stage",3.38
"MA, Franklin",2021,MA,Franklin County,25011,All patients,Adjusted Prevalence,"DR, any stage",2.62
"MA, Hampden",2021,MA,Hampden County,25013,All patients,Adjusted Prevalence,"DR, any stage",3.6
"MA, Hampshire",2021,MA,Hampshire County,25015,All patients,Adjusted Prevalence,"DR, any stage",2.45
"MA, Middlesex",2021,MA,Middlesex County,25017,All patients,Adjusted Prevalence,"DR, any stage",3.05
"MA, Nantucket",2021,MA,Nantucket County,25019,All patients,Adjusted Prevalence,"DR, any stage",2.75
"MA, Norfolk",2021,MA,Norfolk County,25021,All patients,Adjusted Prevalence,"DR, any stage",2.56
"MA, Plymouth",2021,MA,Plymouth County,25023,All patients,Adjusted Prevalence,"DR, any stage",2.92
"MA, Suffolk",2021,MA,Suffolk County,25025,All patients,Adjusted Prevalence,"DR, any stage",4.04
"MA, Worcester",2021,MA,Worcester County,25027,All patients,Adjusted Prevalence,"DR, any stage",2.85
"MI, Alcona",2021,MI,Alcona County,26001,All patients,Adjusted Prevalence,"DR, any stage",2.16
"MI, Alger",2021,MI,Alger County,26003,All patients,Adjusted Prevalence,"DR, any stage",2.23
"MI, Allegan",2021,MI,Allegan County,26005,All patients,Adjusted Prevalence,"DR, any stage",2.4
"MI, Alpena",2021,MI,Alpena County,26007,All patients,Adjusted Prevalence,"DR, any stage",2.8
"MI, Antrim",2021,MI,Antrim County,26009,All patients,Adjusted Prevalence,"DR, any stage",2.19
"MI, Arenac",2021,MI,Arenac County,26011,All patients,Adjusted Prevalence,"DR, any stage",2.94
"MI, Baraga",2021,MI,Baraga County,26013,All patients,Adjusted Prevalence,"DR, any stage",1.96
"MI, Barry",2021,MI,Barry County,26015,All patients,Adjusted Prevalence,"DR, any stage",1.87
"MI, Bay",2021,MI,Bay County,26017,All patients,Adjusted Prevalence,"DR, any stage",2.71
"MI, Benzie",2021,MI,Benzie County,26019,All patients,Adjusted Prevalence,"DR, any stage",2.6
"MI, Berrien",2021,MI,Berrien County,26021,All patients,Adjusted Prevalence,"DR, any stage",2.29
"MI, Branch",2021,MI,Branch County,26023,All patients,Adjusted Prevalence,"DR, any stage",2.49
"MI, Calhoun",2021,MI,Calhoun County,26025,All patients,Adjusted Prevalence,"DR, any stage",2.69
"MI, Cass",2021,MI,Cass County,26027,All patients,Adjusted Prevalence,"DR, any stage",2.14
"MI, Charlevoix",2021,MI,Charlevoix County,26029,All patients,Adjusted Prevalence,"DR, any stage",2.38
"MI, Cheboygan",2021,MI,Cheboygan County,26031,All patients,Adjusted Prevalence,"DR, any stage",2.31
"MI, Chippewa",2021,MI,Chippewa County,26033,All patients,Adjusted Prevalence,"DR, any stage",2.4
"MI, Clare",2021,MI,Clare County,26035,All patients,Adjusted Prevalence,"DR, any stage",1.96
"MI, Clinton",2021,MI,Clinton County,26037,All patients,Adjusted Prevalence,"DR, any stage",3.63
"MI, Crawford",2021,MI,Crawford County,26039,All patients,Adjusted Prevalence,"DR, any stage",3.08
"MI, Delta",2021,MI,Delta County,26041,All patients,Adjusted Prevalence,"DR, any stage",2.59
"MI, Dickinson",2021,MI,Dickinson County,26043,All patients,Adjusted Prevalence,"DR, any stage",3.11
"MI, Eaton",2021,MI,Eaton County,26045,All patients,Adjusted Prevalence,"DR, any stage",2.88
"MI, Emmet",2021,MI,Emmet County,26047,All patients,Adjusted Prevalence,"DR, any stage",2.25
"MI, Genesee",2021,MI,Genesee County,26049,All patients,Adjusted Prevalence,"DR, any stage",3.04
"MI, Gladwin",2021,MI,Gladwin County,26051,All patients,Adjusted Prevalence,"DR, any stage",2.58
"MI, Gogebic",2021,MI,Gogebic County,26053,All patients,Adjusted Prevalence,"DR, any stage",1.75
"MI, Grand Traverse",2021,MI,Grand Traverse County,26055,All patients,Adjusted Prevalence,"DR, any stage",2.35
"MI, Gratiot",2021,MI,Gratiot County,26057,All patients,Adjusted Prevalence,"DR, any stage",3.76
"MI, Hillsdale",2021,MI,Hillsdale County,26059,All patients,Adjusted Prevalence,"DR, any stage",3.27
"MI, Houghton",2021,MI,Houghton County,26061,All patients,Adjusted Prevalence,"DR, any stage",2.17
"MI, Huron",2021,MI,Huron County,26063,All patients,Adjusted Prevalence,"DR, any stage",2.31
"MI, Ingham",2021,MI,Ingham County,26065,All patients,Adjusted Prevalence,"DR, any stage",2.85
"MI, Ionia",2021,MI,Ionia County,26067,All patients,Adjusted Prevalence,"DR, any stage",2.8
"MI, Iosco",2021,MI,Iosco County,26069,All patients,Adjusted Prevalence,"DR, any stage",2.54
"MI, Iron",2021,MI,Iron County,26071,All patients,Adjusted Prevalence,"DR, any stage",2.21
"MI, Isabella",2021,MI,Isabella County,26073,All patients,Adjusted Prevalence,"DR, any stage",2.98
"MI, Jackson",2021,MI,Jackson County,26075,All patients,Adjusted Prevalence,"DR, any stage",2.77
"MI, Kalamazoo",2021,MI,Kalamazoo County,26077,All patients,Adjusted Prevalence,"DR, any stage",1.7
"MI, Kalkaska",2021,MI,Kalkaska County,26079,All patients,Adjusted Prevalence,"DR, any stage",2.78
"MI, Kent",2021,MI,Kent County,26081,All patients,Adjusted Prevalence,"DR, any stage",2.81
"MI, Keweenaw",2021,MI,Keweenaw County,26083,All patients,Adjusted Prevalence,"DR, any stage",2.7
"MI, Lake",2021,MI,Lake County,26085,All patients,Adjusted Prevalence,"DR, any stage",3.12
"MI, Lapeer",2021,MI,Lapeer County,26087,All patients,Adjusted Prevalence,"DR, any stage",2.35
"MI, Leelanau",2021,MI,Leelanau County,26089,All patients,Adjusted Prevalence,"DR, any stage",2.74
"MI, Lenawee",2021,MI,Lenawee County,26091,All patients,Adjusted Prevalence,"DR, any stage",3.88
"MI, Livingston",2021,MI,Livingston County,26093,All patients,Adjusted Prevalence,"DR, any stage",2.6
"MI, Luce",2021,MI,Luce County,26095,All patients,Adjusted Prevalence,"DR, any stage",2.91
"MI, Mackinac",2021,MI,Mackinac County,26097,All patients,Adjusted Prevalence,"DR, any stage",2.57
"MI, Macomb",2021,MI,Macomb County,26099,All patients,Adjusted Prevalence,"DR, any stage",2.73
"MI, Manistee",2021,MI,Manistee County,26101,All patients,Adjusted Prevalence,"DR, any stage",2.6
"MI, Marquette",2021,MI,Marquette County,26103,All patients,Adjusted Prevalence,"DR, any stage",1.92
"MI, Mason",2021,MI,Mason County,26105,All patients,Adjusted Prevalence,"DR, any stage",3.34
"MI, Mecosta",2021,MI,Mecosta County,26107,All patients,Adjusted Prevalence,"DR, any stage",2.88
"MI, Menominee",2021,MI,Menominee County,26109,All patients,Adjusted Prevalence,"DR, any stage",2.89
"MI, Midland",2021,MI,Midland County,26111,All patients,Adjusted Prevalence,"DR, any stage",3.07
"MI, Missaukee",2021,MI,Missaukee County,26113,All patients,Adjusted Prevalence,"DR, any stage",3.39
"MI, Monroe",2021,MI,Monroe County,26115,All patients,Adjusted Prevalence,"DR, any stage",2.93
"MI, Montcalm",2021,MI,Montcalm County,26117,All patients,Adjusted Prevalence,"DR, any stage",2.69
"MI, Montmorency",2021,MI,Montmorency County,26119,All patients,Adjusted Prevalence,"DR, any stage",2.68
"MI, Muskegon",2021,MI,Muskegon County,26121,All patients,Adjusted Prevalence,"DR, any stage",3.2
"MI, Newaygo",2021,MI,Newaygo County,26123,All patients,Adjusted Prevalence,"DR, any stage",3.08
"MI, Oakland",2021,MI,Oakland County,26125,All patients,Adjusted Prevalence,"DR, any stage",2.35
"MI, Oceana",2021,MI,Oceana County,26127,All patients,Adjusted Prevalence,"DR, any stage",3.39
"MI, Ogemaw",2021,MI,Ogemaw County,26129,All patients,Adjusted Prevalence,"DR, any stage",2.31
"MI, Ontonagon",2021,MI,Ontonagon County,26131,All patients,Adjusted Prevalence,"DR, any stage",1.91
"MI, Osceola",2021,MI,Osceola County,26133,All patients,Adjusted Prevalence,"DR, any stage",3.27
"MI, Oscoda",2021,MI,Oscoda County,26135,All patients,Adjusted Prevalence,"DR, any stage",2.87
"MI, Otsego",2021,MI,Otsego County,26137,All patients,Adjusted Prevalence,"DR, any stage",2.78
"MI, Ottawa",2021,MI,Ottawa County,26139,All patients,Adjusted Prevalence,"DR, any stage",2.61
"MI, Presque Isle",2021,MI,Presque Isle County,26141,All patients,Adjusted Prevalence,"DR, any stage",2.65
"MI, Roscommon",2021,MI,Roscommon County,26143,All patients,Adjusted Prevalence,"DR, any stage",2.35
"MI, Saginaw",2021,MI,Saginaw County,26145,All patients,Adjusted Prevalence,"DR, any stage",2.75
"MI, St Clair",2021,MI,St. Clair County,26147,All patients,Adjusted Prevalence,"DR, any stage",3.78
"MI, St Joseph",2021,MI,St. Joseph County,26149,All patients,Adjusted Prevalence,"DR, any stage",2.08
"MI, Sanilac",2021,MI,Sanilac County,26151,All patients,Adjusted Prevalence,"DR, any stage",2.53
"MI, Schoolcraft",2021,MI,Schoolcraft County,26153,All patients,Adjusted Prevalence,"DR, any stage",2.46
"MI, Shiawassee",2021,MI,Shiawassee County,26155,All patients,Adjusted Prevalence,"DR, any stage",3.22
"MI, Tuscola",2021,MI,Tuscola County,26157,All patients,Adjusted Prevalence,"DR, any stage",2.54
"MI, Van Buren",2021,MI,Van Buren County,26159,All patients,Adjusted Prevalence,"DR, any stage",2.28
"MI, Washtenaw",2021,MI,Washtenaw County,26161,All patients,Adjusted Prevalence,"DR, any stage",2.54
"MI, Wayne",2021,MI,Wayne County,26163,All patients,Adjusted Prevalence,"DR, any stage",3.63
"MI, Wexford",2021,MI,Wexford County,26165,All patients,Adjusted Prevalence,"DR, any stage",3.45
"MN, Aitkin",2021,MN,Aitkin County,27001,All patients,Adjusted Prevalence,"DR, any stage",2.04
"MN, Anoka",2021,MN,Anoka County,27003,All patients,Adjusted Prevalence,"DR, any stage",2.46
"MN, Becker",2021,MN,Becker County,27005,All patients,Adjusted Prevalence,"DR, any stage",3.46
"MN, Beltrami",2021,MN,Beltrami County,27007,All patients,Adjusted Prevalence,"DR, any stage",3.24
"MN, Benton",2021,MN,Benton County,27009,All patients,Adjusted Prevalence,"DR, any stage",3.06
"MN, Big Stone",2021,MN,Big Stone County,27011,All patients,Adjusted Prevalence,"DR, any stage",2.3
"MN, Blue Earth",2021,MN,Blue Earth County,27013,All patients,Adjusted Prevalence,"DR, any stage",2.19
"MN, Brown",2021,MN,Brown County,27015,All patients,Adjusted Prevalence,"DR, any stage",3.28
"MN, Carlton",2021,MN,Carlton County,27017,All patients,Adjusted Prevalence,"DR, any stage",1.83
"MN, Carver",2021,MN,Carver County,27019,All patients,Adjusted Prevalence,"DR, any stage",1.91
"MN, Cass",2021,MN,Cass County,27021,All patients,Adjusted Prevalence,"DR, any stage",3.17
"MN, Chippewa",2021,MN,Chippewa County,27023,All patients,Adjusted Prevalence,"DR, any stage",2.26
"MN, Chisago",2021,MN,Chisago County,27025,All patients,Adjusted Prevalence,"DR, any stage",2.11
"MN, Clay",2021,MN,Clay County,27027,All patients,Adjusted Prevalence,"DR, any stage",2.63
"MN, Clearwater",2021,MN,Clearwater County,27029,All patients,Adjusted Prevalence,"DR, any stage",2.65
"MN, Cook",2021,MN,Cook County,27031,All patients,Adjusted Prevalence,"DR, any stage",1.8
