FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence,ToxPi Score,Name,Source,Temperature-related deaths!1!0x88cceeff,Disaster-related deaths!1!0x44aa99ff,Air pollution-related deaths!1!0x117733ff,Air pollution-related illnesses!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,ToxPi Score_socio,Name_socio,Source_socio,Costs of Climate Disasters!1!0x88cceeff,Economic & Productivity Losses!1!0x44aa99ff,Transition Risks!1!0x117733ff,Social Stressors!1!0x332288ff,ToxPi Score_env,Name3,Source_env,Transportation Sources!1!0x88cceeff,Exposures & Risks!1!0x44aa99ff,Pollution Sources!1!0x117733ff,Criteria Air Pollutants!1!0x332288ff,Land Use!1!0xddcc77ff,ToxPi Score_infra,Name_infra,Source_infra,Transportation!1!0x88cceeff,Energy!1!0x44aa99ff,"Food, Water, and Waste Management!1!0x117733ff",Communications!1!0x332288ff,Financial Services!1!0xddcc77ff,Governance!1!0x999933ff
"IN, Fayette",2021,IN,Fayette County,18041,All patients,Adjusted Prevalence,"DR, any stage",3.59,0.423808116031549,"IN, Fayette","+39.6396552,-085.1850315",0.489178866963717,0.422737667428945,0.4190036900369,0.241884150222788,0.546236205505395,0.491868233262046,"IN, Fayette","+39.6396552,-085.1850315",0.404176629160191,0.55696945694647,0.534691836228818,0.471635010712706,0.517871007202154,"IN, Fayette","+39.6396552,-085.1850315",0.445994976276863,0.465241972383349,0.536804352599605,0.689487345879299,0.451826388871652,0.517366623511506,"IN, Fayette","+39.6396552,-085.1850315",0.476788444511828,0.608166951411069,0.460336485812822,0.777973992615187,0.28750705241996,0.493426814298172
"IN, Floyd",2021,IN,Floyd County,18043,All patients,Adjusted Prevalence,"DR, any stage",2.52,0.572455838202667,"IN, Floyd","+38.3179365,-085.9114742",0.715149586250796,0.422737667428945,0.687269372693727,0.49618077657543,0.540941788064437,0.487414071391157,"IN, Floyd","+38.3179365,-085.9114742",0.460594355143859,0.516372524712944,0.632239010870705,0.34045039483712,0.721975258145703,"IN, Floyd","+38.3179365,-085.9114742",0.785607963531491,0.82764832918089,0.782004050064655,0.778174345662989,0.436441602288489,0.355919593369295,"IN, Floyd","+38.3179365,-085.9114742",0.301561911696066,0.105165643644513,0.370733356984514,0.386418365708782,0.351665451912789,0.619972830269105
"IN, Fountain",2021,IN,Fountain County,18045,All patients,Adjusted Prevalence,"DR, any stage",2.35,0.39711631883533,"IN, Fountain","+40.1212817,-087.2348063",0.533418204964991,0.422737667428945,0.418265682656827,0.105665181413113,0.505494857712777,0.55539127007728,"IN, Fountain","+40.1212817,-087.2348063",0.408326546447589,0.679875853488255,0.648343497250262,0.485019183123012,0.439505334465476,"IN, Fountain","+40.1212817,-087.2348063",0.368825006977393,0.451101802129285,0.407934223046332,0.622863941163747,0.346801699010623,0.477182238981749,"IN, Fountain","+40.1212817,-087.2348063",0.374813281186224,0.704829420180211,0.313954108488151,0.602022796596565,0.400391155311396,0.467082672127948
"IN, Franklin",2021,IN,Franklin County,18047,All patients,Adjusted Prevalence,"DR, any stage",3.81,0.427092324265426,"IN, Franklin","+39.4097621,-085.0669641",0.466263526416295,0.422737667428945,0.41309963099631,0.253341820496499,0.580018975989081,0.513556947678392,"IN, Franklin","+39.4097621,-085.0669641",0.367975496443975,0.639802269833858,0.574815013723028,0.471635010712706,0.430905525439648,"IN, Franklin","+39.4097621,-085.0669641",0.344776258256582,0.48362538387679,0.255886012638154,0.72701708847069,0.343222883956026,0.460561596722682,"IN, Franklin","+39.4097621,-085.0669641",0.610001635632698,0.608166951411069,0.192080132081437,0.452721143040617,0.430129440481721,0.470270277688551
"IN, Fulton",2021,IN,Fulton County,18049,All patients,Adjusted Prevalence,"DR, any stage",3.82,0.368224735379617,"IN, Fulton","+41.0503837,-086.2650060",0.346912794398472,0.422737667428945,0.388191881918819,0.073520050922979,0.609761282228872,0.541801743818992,"IN, Fulton","+41.0503837,-086.2650060",0.436047254285877,0.410055285657139,0.618527191038968,0.702577244293986,0.498349000720009,"IN, Fulton","+41.0503837,-086.2650060",0.30998232393711,0.439768077879844,0.500622148486105,0.719878866536881,0.521493586760106,0.48592079815291,"IN, Fulton","+41.0503837,-086.2650060",0.405781414517014,0.719318450309805,0.295737964881995,0.641836570878151,0.285773041622857,0.56707734670764
"IN, Gibson",2021,IN,Gibson County,18051,All patients,Adjusted Prevalence,"DR, any stage",2.68,0.450540591033425,"IN, Gibson","+38.3174127,-087.5805656",0.642902609802674,0.422737667428945,0.579889298892989,0.345639719923616,0.2615336591189,0.556163462952501,"IN, Gibson","+38.3174127,-087.5805656",0.42846436018771,0.817955803415931,0.677147521460555,0.301086166745807,0.574054688657766,"IN, Gibson","+38.3174127,-087.5805656",0.744208763605917,0.55332778801085,0.425427574596823,0.73155959333766,0.415749723737582,0.416837968797494,"IN, Gibson","+38.3174127,-087.5805656",0.467224688827046,0.378232745951998,0.284441535158364,0.513565580349976,0.377068710090355,0.480494552407227
"IN, Grant",2021,IN,Grant County,18053,All patients,Adjusted Prevalence,"DR, any stage",4.4,0.381199793131006,"IN, Grant","+40.5157575,-085.6549455",0.378739656269892,0.422737667428945,0.416974169741697,0.141311266709103,0.546236205505395,0.481590963701384,"IN, Grant","+40.5157575,-085.6549455",0.38717998053425,0.415255175686631,0.492912197278424,0.63101650130623,0.567722699968101,"IN, Grant","+40.5157575,-085.6549455",0.463345427481626,0.584138136771528,0.553980530412082,0.749729612805538,0.487419792369733,0.580408790140036,"IN, Grant","+40.5157575,-085.6549455",0.605171315757747,0.482856220286852,0.490521340115229,0.676834162786964,0.528534553217343,0.698535148676079
"IN, Greene",2021,IN,Greene County,18055,All patients,Adjusted Prevalence,"DR, any stage",2.85,0.434422261963305,"IN, Greene","+39.0486004,-087.0052452",0.455124124761299,0.422737667428945,0.469372693726937,0.308402291534055,0.516474532365288,0.521181405942061,"IN, Greene","+39.0486004,-087.0052452",0.388113310184097,0.555366994245942,0.653036804709447,0.488208514628758,0.479126646698004,"IN, Greene","+39.0486004,-087.0052452",0.447436970881012,0.457989579026865,0.416375924073487,0.666342202033312,0.407488557475344,0.60600947999454,"IN, Greene","+39.0486004,-087.0052452",0.500432607250772,0.893644107477528,0.404999868588803,0.767538930807513,0.433770863155638,0.635670502686983
"IN, Hamilton",2021,IN,Hamilton County,18057,All patients,Adjusted Prevalence,"DR, any stage",2.14,0.373438190583647,"IN, Hamilton","+40.0498703,-086.0205856",0.402291534054742,0.422737667428945,0.345387453874539,0.191279439847231,0.505494857712777,0.465635692893373,"IN, Hamilton","+40.0498703,-086.0205856",0.254779606813875,0.409641546340477,0.597545345927317,0.600576272491824,0.607712870789007,"IN, Hamilton","+40.0498703,-086.0205856",0.552749092938878,0.689332479004136,0.584819576939029,0.683538827601125,0.528124377461864,0.296647760742291,"IN, Hamilton","+40.0498703,-086.0205856",0.509633796681,0.331174544840333,0.292660306137907,0.0176593353668326,0.377068710090355,0.25168987133732
"IN, Hancock",2021,IN,Hancock County,18059,All patients,Adjusted Prevalence,"DR, any stage",2.8,0.40094291763601,"IN, Hancock","+39.8226041,-085.7729036",0.440165499681731,0.422737667428945,0.420848708487085,0.21546785486951,0.505494857712777,0.485950940150419,"IN, Hancock","+39.8226041,-085.7729036",0.349127955430378,0.472468339749547,0.553188989156195,0.569018476265556,0.577909954700919,"IN, Hancock","+39.8226041,-085.7729036",0.465066517815611,0.639253693050319,0.632273647741967,0.687865022712524,0.465090892184175,0.408108509231199,"IN, Hancock","+39.8226041,-085.7729036",0.729126594749858,0.181918858755647,0.318870418267807,0.241130197463477,0.55159689681882,0.426008089331588
"IN, Harrison",2021,IN,Harrison County,18061,All patients,Adjusted Prevalence,"DR, any stage",2.25,0.566638208308093,"IN, Harrison","+38.1864398,-086.1036808",0.677275620623807,0.422737667428945,0.678413284132841,0.521005728835137,0.533758740519733,0.549984216917002,"IN, Harrison","+38.1864398,-086.1036808",0.388113310184097,0.845667971964365,0.625705190682428,0.34045039483712,0.593661704508464,"IN, Harrison","+38.1864398,-086.1036808",0.551074518559866,0.822970852775943,0.584478005221168,0.659528444732858,0.350256701252483,0.508642168735037,"IN, Harrison","+38.1864398,-086.1036808",0.898223528390132,0.350692176748715,0.167639265461591,0.62899341788409,0.47972214927888,0.526582474646815
"IN, Hendricks",2021,IN,Hendricks County,18063,All patients,Adjusted Prevalence,"DR, any stage",2.81,0.399064756970253,"IN, Hendricks","+39.7687487,-086.5102865",0.472947167409294,0.422737667428945,0.374538745387454,0.219605346912794,0.505494857712777,0.477484171463298,"IN, Hendricks","+39.7687487,-086.5102865",0.365202308493255,0.431202192109198,0.590735448829676,0.522796736421064,0.537372277910298,"IN, Hendricks","+39.7687487,-086.5102865",0.377709554377151,0.66995720754914,0.477078097933491,0.68170019467878,0.480416335012926,0.373453605025164,"IN, Hendricks","+39.7687487,-086.5102865",0.59064783763853,0.539836547532321,0.274911799271055,0.0945577139187671,0.500963781543398,0.239803950246914
"IN, Henry",2021,IN,Henry County,18065,All patients,Adjusted Prevalence,"DR, any stage",2.36,0.396688811102026,"IN, Henry","+39.9295760,-085.3973378",0.376511775938892,0.422737667428945,0.446678966789668,0.191279439847231,0.546236205505395,0.517632794085625,"IN, Henry","+39.9295760,-085.3973378",0.440456541403738,0.419791820354126,0.602054602113593,0.608228212471042,0.51010009180792,"IN, Henry","+39.9295760,-085.3973378",0.315889850218625,0.516567552198672,0.589601580989094,0.669046073977937,0.459395401655271,0.521619330431275,"IN, Henry","+39.9295760,-085.3973378",0.554821154895925,0.723014266531728,0.239846273565451,0.590463958901911,0.318025642448981,0.703544686243652
"IN, Howard",2021,IN,Howard County,18067,All patients,Adjusted Prevalence,"DR, any stage",3.41,0.373294752272832,"IN, Howard","+40.4835368,-086.1141178",0.383195416931891,0.422737667428945,0.409594095940959,0.10471037555697,0.546236205505395,0.503663871586798,"IN, Howard","+40.4835368,-086.1141178",0.292337079195183,0.444696870023378,0.63831270287671,0.639308834251922,0.586572007081822,"IN, Howard","+40.4835368,-086.1141178",0.358172853288678,0.717747744800948,0.694708078171128,0.6786718581008,0.483559501047553,0.460626835550076,"IN, Howard","+40.4835368,-086.1141178",0.47362215803282,0.325367057592073,0.483541491788416,0.391074008669128,0.412615931430976,0.677540365787045
"IN, Huntington",2021,IN,Huntington County,18069,All patients,Adjusted Prevalence,"DR, any stage",3.12,0.359563319166474,"IN, Huntington","+40.8263938,-085.4785975",0.358370464672183,0.422737667428945,0.332472324723247,0.0744748567791216,0.609761282228872,0.507967024187789,"IN, Huntington","+40.8263938,-085.4785975",0.293425711552766,0.518271246134681,0.602698781568775,0.617472357494934,0.585318907438722,"IN, Huntington","+40.8263938,-085.4785975",0.587449995348405,0.48523790016629,0.676409593285676,0.730153579926455,0.447343468466783,0.485473553542759,"IN, Huntington","+40.8263938,-085.4785975",0.667803907525653,0.386214116239052,0.476864016798859,0.592390431851019,0.335885953659147,0.45368289518282
"IN, Jackson",2021,IN,Jackson County,18071,All patients,Adjusted Prevalence,"DR, any stage",3.61,0.450134591004956,"IN, Jackson","+38.9119571,-086.0425161",0.465626989178867,0.422737667428945,0.490036900369004,0.323360916613622,0.548910481434343,0.568344141896843,"IN, Jackson","+38.9119571,-086.0425161",0.292035829364512,0.692243999154307,0.805983412497011,0.483113326571544,0.621505488773479,"IN, Jackson","+38.9119571,-086.0425161",0.599590659596242,0.730359775548564,0.594164003220533,0.715444516547696,0.467968488954359,0.442187379783019,"IN, Jackson","+38.9119571,-086.0425161",0.559950302311129,0.447652714484996,0.32506919926522,0.531867073366511,0.350451644354816,0.438133344915444
"IN, Jasper",2021,IN,Jasper County,18073,All patients,Adjusted Prevalence,"DR, any stage",2.04,0.408255340841624,"IN, Jasper","+41.0176883,-087.1188137",0.392425206874602,0.422737667428945,0.500184501845019,0.116168045830681,0.609761282228872,0.585929776463695,"IN, Jasper","+41.0176883,-087.1188137",0.364348859027775,0.492412719465692,0.814817873596653,0.672139653764658,0.592888979727704,"IN, Jasper","+41.0176883,-087.1188137",0.76174527863057,0.493252462314109,0.483665552492254,0.661258922777417,0.564522682424168,0.427324804806518,"IN, Jasper","+41.0176883,-087.1188137",0.547838513026604,0.425794304298631,0.406326909041082,0.260394926954567,0.370132666901941,0.553461508616281
"IN, Jay",2021,IN,Jay County,18075,All patients,Adjusted Prevalence,"DR, any stage",3.4,0.378676686359519,"IN, Jay","+40.4349719,-085.0033804",0.378421387651178,0.422737667428945,0.428228782287823,0.117759388924252,0.546236205505395,0.569928455074225,"IN, Jay","+40.4349719,-085.0033804",0.464818016452648,0.457950293482841,0.753344748444973,0.603600761916436,0.522208004763325,"IN, Jay","+40.4349719,-085.0033804",0.548097497441622,0.425758777853257,0.527874691975504,0.73091066407095,0.378398392475291,0.592716504455394,"IN, Jay","+40.4349719,-085.0033804",0.603831354469326,0.724077006863651,0.584975370819859,0.711671215283352,0.285773041622857,0.645971037673322
"IN, Jefferson",2021,IN,Jefferson County,18077,All patients,Adjusted Prevalence,"DR, any stage",2.29,0.490553752975627,"IN, Jefferson","+38.7836039,-085.4400900",0.577657542966264,0.422737667428945,0.554243542435424,0.398154042011458,0.499975970036046,0.52785141142006,"IN, Jefferson","+38.7836039,-085.4400900",0.42846436018771,0.714817955461184,0.579692372455123,0.388430957576224,0.575333722180348,"IN, Jefferson","+38.7836039,-085.4400900",0.542515582844916,0.65657810011732,0.4685144070071,0.727990482370755,0.481070038561648,0.424514321172323,"IN, Jefferson","+38.7836039,-085.4400900",0.521347228946798,0.327282310331449,0.492235299361086,0.401187991651951,0.32756270183305,0.477470394909602
"IN, Jennings",2021,IN,Jennings County,18079,All patients,Adjusted Prevalence,"DR, any stage",2.55,0.444103709289181,"IN, Jennings","+38.9962339,-085.6281106",0.461489497135582,0.422737667428945,0.458856088560886,0.325588796944621,0.551846496375871,0.516358911830735,"IN, Jennings","+38.9962339,-085.6281106",0.352363034106129,0.569100302837178,0.660858983808089,0.483113326571544,0.509348808272196,"IN, Jennings","+38.9962339,-085.6281106",0.498278909666016,0.65204414649105,0.408153804864957,0.684836686134545,0.303430494204414,0.555472346751256,"IN, Jennings","+38.9962339,-085.6281106",0.46881572175462,0.719318450309805,0.400972646993205,0.635736073205972,0.503564797739053,0.604426390504881
"IN, Johnson",2021,IN,Johnson County,18081,All patients,Adjusted Prevalence,"DR, any stage",2.81,0.405546232797105,"IN, Johnson","+39.4959859,-086.0946003",0.432208784213876,0.422737667428945,0.447047970479705,0.220241884150223,0.505494857712777,0.462714872828793,"IN, Johnson","+39.4959859,-086.0946003",0.215694642598426,0.523291426407219,0.531378913316452,0.580494508993077,0.592398025863539,"IN, Johnson","+39.4959859,-086.0946003",0.458554284119453,0.756557739032028,0.557713421328714,0.649470041098854,0.539694643738648,0.345217377022013,"IN, Johnson","+39.4959859,-086.0946003",0.356791916401404,0.418250496449167,0.308302916673648,0.226842189757586,0.503564797739053,0.257551945111221
"IN, Knox",2021,IN,Knox County,18083,All patients,Adjusted Prevalence,"DR, any stage",3.16,0.480795948825607,"IN, Knox","+38.6886629,-087.4201823",0.651177593889243,0.422737667428945,0.536531365313653,0.322406110757479,0.471127006738717,0.579334054169941,"IN, Knox","+38.6886629,-087.4201823",0.513767234120583,0.644530488296431,0.800093771763916,0.358944722498833,0.607493133677553,"IN, Knox","+38.6886629,-087.4201823",0.605963345427482,0.580507222357385,0.653085124551687,0.721393034825871,0.476516941225339,0.500859038665363,"IN, Knox","+38.6886629,-087.4201823",0.38681896333976,0.615116308962793,0.377760836554325,0.65018462032429,0.32756270183305,0.647710800977956
"IN, Kosciusko",2021,IN,Kosciusko County,18085,All patients,Adjusted Prevalence,"DR, any stage",2.94,0.371246740796374,"IN, Kosciusko","+41.2442928,-085.8615754",0.302673456397199,0.422737667428945,0.2809963099631,0.0814767663908339,0.76834950380179,0.540549485329842,"IN, Kosciusko","+41.2442928,-085.8615754",0.408326546447589,0.404680534155501,0.6241407548627,0.725050105853578,0.56830544423409,"IN, Kosciusko","+41.2442928,-085.8615754",0.465438645455391,0.610400079155013,0.59455437089809,0.7276660177374,0.443468107924555,0.404144261928962,"IN, Kosciusko","+41.2442928,-085.8615754",0.581244771405261,0.431428016448684,0.305859008628825,0.406485792262,0.246324295988753,0.453523686840247
"IN, La Grange",2021,IN,LaGrange County,18087,All patients,Adjusted Prevalence,"DR, any stage",2.48,0.384363064546986,"IN, LaGrange","+41.6424683,-085.4263018",0.312221514958625,0.422737667428945,0.260885608856089,0.0728835136855506,0.853087017805721,0.590526315084324,"IN, LaGrange","+41.6424683,-085.4263018",0.408326546447589,0.538032075491787,0.70917244294676,0.70657419545116,0.518385974624276,"IN, LaGrange","+41.6424683,-085.4263018",0.32672806772723,0.548523341764615,0.435699124112524,0.671749945922561,0.609229393594447,0.475552889872161,"IN, LaGrange","+41.6424683,-085.4263018",0.522972382404705,0.378098400616103,0.33143460455734,0.697543746989886,0.24979231758296,0.673475887081974
"IN, Lake",2021,IN,Lake County,18089,All patients,Adjusted Prevalence,"DR, any stage",2.99,0.378376024543687,"IN, Lake","+41.4722388,-087.3743368",0.343411839592616,0.422737667428945,0.440221402214022,0.0757479312539784,0.609761282228872,0.493486078834487,"IN, Lake","+41.4722388,-087.3743368",0.388318692786958,0.305908842358875,0.574907039359483,0.704809740832632,0.723676233187093,"IN, Lake","+41.4722388,-087.3743368",0.681319192483022,0.915182420562102,0.787396003610901,0.715336361669911,0.519147187609526,0.52846519152397,"IN, Lake","+41.4722388,-087.3743368",0.530243786745522,0.535197505769172,0.481235799404082,0.504896452078985,0.498276064807888,0.620941540338168
"IN, La Porte",2021,IN,LaPorte County,18091,All patients,Adjusted Prevalence,"DR, any stage",3.05,0.389685130314566,"IN, LaPorte","+41.5490111,-086.7447293",0.323679185232336,0.422737667428945,0.461439114391144,0.130808402291534,0.609761282228872,0.530083442977641,"IN, LaPorte","+41.5490111,-086.7447293",0.404581478334347,0.32071723434061,0.635551933783071,0.759483125452536,0.635095581600678,"IN, LaPorte","+41.5490111,-086.7447293",0.634942785375384,0.670556360024964,0.724278429746017,0.656932727666018,0.488767605191005,0.458661543080227,"IN, LaPorte","+41.5490111,-086.7447293",0.563293887025941,0.259770689666379,0.469132275278985,0.478246909616311,0.377068710090355,0.604456786803392
